Timestamp,Presence time (Seconds),Scrolling (Pixels),Clicks
"[1711422808.6009593, 1711422810.6123772, 1711422812.6294236, 1711422814.6482806, 1711422816.6670349, 1711422818.6871514, 1711422820.7034001, 1711422822.7154748, 1711422824.7283394, 1711422826.7427719]","[0.0, 2.011417865753174, 4.028464317321777, 6.047321319580078, 8.066075563430786, 10.08619213104248, 12.10244083404541, 14.114515542984009, 16.12738013267517, 18.141812562942505]","[0.0, 0.33514872224549647, 0.33514872224549647, 0.49141181399245915, 0.49141181399245915, 0.49141181399245915, 0.49141181399245915, 0.49141181399245915, 0.6589861751152074, 0.00754084625052367]","[0, 0, 1, 1, 2, 2, 11, 18, 18, 18]"
