Timestamp,Presence time (Seconds),Scrolling (Pixels),Clicks
"[1715713295.7605383, 1715713297.7779262, 1715713299.7846825, 1715713301.8087084, 1715713303.8296885, 1715713305.8490248, 1715713307.8569198, 1715713309.8643246, 1715713311.8845403, 1715713313.9061387]","[0.0, 2.017387866973877, 4.024144172668457, 6.04817008972168, 8.06915020942688, 10.088486433029175, 12.096381425857544, 14.10378623008728, 16.12400197982788, 18.14560031890869]","[0.0, 0.38037249283667623, 0.38037249283667623, 0.38037249283667623, 0.38037249283667623, 0.38037249283667623, 0.38037249283667623, 0.38037249283667623, 0.04656160458452722, 0.38037249283667623]","[None, None, None, None, None, None, None, None, None, None]"
